Date,Year,MonthNumber,MonthName,Quarter,YearMonth
11/23/2025 0:00,2025,11,November,Q4,2025-11
11/24/2025 0:00,2025,11,November,Q4,2025-11
11/25/2025 0:00,2025,11,November,Q4,2025-11
11/26/2025 0:00,2025,11,November,Q4,2025-11
11/27/2025 0:00,2025,11,November,Q4,2025-11
11/28/2025 0:00,2025,11,November,Q4,2025-11
11/29/2025 0:00,2025,11,November,Q4,2025-11
11/30/2025 0:00,2025,11,November,Q4,2025-11
12/1/2022 0:00,2022,12,December,Q4,2022-12
12/2/2022 0:00,2022,12,December,Q4,2022-12
12/3/2022 0:00,2022,12,December,Q4,2022-12
12/4/2022 0:00,2022,12,December,Q4,2022-12
12/5/2022 0:00,2022,12,December,Q4,2022-12
12/6/2022 0:00,2022,12,December,Q4,2022-12
12/7/2022 0:00,2022,12,December,Q4,2022-12
12/8/2022 0:00,2022,12,December,Q4,2022-12
12/9/2022 0:00,2022,12,December,Q4,2022-12
12/10/2022 0:00,2022,12,December,Q4,2022-12
12/11/2022 0:00,2022,12,December,Q4,2022-12
12/12/2022 0:00,2022,12,December,Q4,2022-12
12/13/2022 0:00,2022,12,December,Q4,2022-12
12/14/2022 0:00,2022,12,December,Q4,2022-12
12/15/2022 0:00,2022,12,December,Q4,2022-12
12/16/2022 0:00,2022,12,December,Q4,2022-12
12/17/2022 0:00,2022,12,December,Q4,2022-12
12/18/2022 0:00,2022,12,December,Q4,2022-12
12/19/2022 0:00,2022,12,December,Q4,2022-12
12/20/2022 0:00,2022,12,December,Q4,2022-12
12/21/2022 0:00,2022,12,December,Q4,2022-12
12/22/2022 0:00,2022,12,December,Q4,2022-12
12/23/2022 0:00,2022,12,December,Q4,2022-12
12/24/2022 0:00,2022,12,December,Q4,2022-12
12/25/2022 0:00,2022,12,December,Q4,2022-12
12/26/2022 0:00,2022,12,December,Q4,2022-12
12/27/2022 0:00,2022,12,December,Q4,2022-12
12/28/2022 0:00,2022,12,December,Q4,2022-12
12/29/2022 0:00,2022,12,December,Q4,2022-12
12/30/2022 0:00,2022,12,December,Q4,2022-12
12/31/2022 0:00,2022,12,December,Q4,2022-12
12/1/2023 0:00,2023,12,December,Q4,2023-12
12/2/2023 0:00,2023,12,December,Q4,2023-12
12/3/2023 0:00,2023,12,December,Q4,2023-12
12/4/2023 0:00,2023,12,December,Q4,2023-12
12/5/2023 0:00,2023,12,December,Q4,2023-12
12/6/2023 0:00,2023,12,December,Q4,2023-12
12/7/2023 0:00,2023,12,December,Q4,2023-12
12/8/2023 0:00,2023,12,December,Q4,2023-12
12/9/2023 0:00,2023,12,December,Q4,2023-12
12/10/2023 0:00,2023,12,December,Q4,2023-12
12/11/2023 0:00,2023,12,December,Q4,2023-12
12/12/2023 0:00,2023,12,December,Q4,2023-12
12/13/2023 0:00,2023,12,December,Q4,2023-12
12/14/2023 0:00,2023,12,December,Q4,2023-12
12/15/2023 0:00,2023,12,December,Q4,2023-12
12/16/2023 0:00,2023,12,December,Q4,2023-12
12/17/2023 0:00,2023,12,December,Q4,2023-12
12/18/2023 0:00,2023,12,December,Q4,2023-12
12/19/2023 0:00,2023,12,December,Q4,2023-12
12/20/2023 0:00,2023,12,December,Q4,2023-12
12/21/2023 0:00,2023,12,December,Q4,2023-12
12/22/2023 0:00,2023,12,December,Q4,2023-12
12/23/2023 0:00,2023,12,December,Q4,2023-12
12/24/2023 0:00,2023,12,December,Q4,2023-12
12/25/2023 0:00,2023,12,December,Q4,2023-12
12/26/2023 0:00,2023,12,December,Q4,2023-12
12/27/2023 0:00,2023,12,December,Q4,2023-12
12/28/2023 0:00,2023,12,December,Q4,2023-12
12/29/2023 0:00,2023,12,December,Q4,2023-12
12/30/2023 0:00,2023,12,December,Q4,2023-12
12/31/2023 0:00,2023,12,December,Q4,2023-12
12/1/2024 0:00,2024,12,December,Q4,2024-12
12/2/2024 0:00,2024,12,December,Q4,2024-12
12/3/2024 0:00,2024,12,December,Q4,2024-12
12/4/2024 0:00,2024,12,December,Q4,2024-12
12/5/2024 0:00,2024,12,December,Q4,2024-12
12/6/2024 0:00,2024,12,December,Q4,2024-12
12/7/2024 0:00,2024,12,December,Q4,2024-12
12/8/2024 0:00,2024,12,December,Q4,2024-12
12/9/2024 0:00,2024,12,December,Q4,2024-12
12/10/2024 0:00,2024,12,December,Q4,2024-12
12/11/2024 0:00,2024,12,December,Q4,2024-12
12/12/2024 0:00,2024,12,December,Q4,2024-12
12/13/2024 0:00,2024,12,December,Q4,2024-12
12/14/2024 0:00,2024,12,December,Q4,2024-12
12/15/2024 0:00,2024,12,December,Q4,2024-12
12/16/2024 0:00,2024,12,December,Q4,2024-12
12/17/2024 0:00,2024,12,December,Q4,2024-12
12/18/2024 0:00,2024,12,December,Q4,2024-12
12/19/2024 0:00,2024,12,December,Q4,2024-12
12/20/2024 0:00,2024,12,December,Q4,2024-12
12/21/2024 0:00,2024,12,December,Q4,2024-12
12/22/2024 0:00,2024,12,December,Q4,2024-12
12/23/2024 0:00,2024,12,December,Q4,2024-12
12/24/2024 0:00,2024,12,December,Q4,2024-12
12/25/2024 0:00,2024,12,December,Q4,2024-12
12/26/2024 0:00,2024,12,December,Q4,2024-12
12/27/2024 0:00,2024,12,December,Q4,2024-12
12/28/2024 0:00,2024,12,December,Q4,2024-12
12/29/2024 0:00,2024,12,December,Q4,2024-12
12/30/2024 0:00,2024,12,December,Q4,2024-12
12/31/2024 0:00,2024,12,December,Q4,2024-12
12/1/2025 0:00,2025,12,December,Q4,2025-12
12/2/2025 0:00,2025,12,December,Q4,2025-12
12/3/2025 0:00,2025,12,December,Q4,2025-12
12/4/2025 0:00,2025,12,December,Q4,2025-12
12/5/2025 0:00,2025,12,December,Q4,2025-12
12/6/2025 0:00,2025,12,December,Q4,2025-12
12/7/2025 0:00,2025,12,December,Q4,2025-12
12/8/2025 0:00,2025,12,December,Q4,2025-12
12/9/2025 0:00,2025,12,December,Q4,2025-12
12/10/2025 0:00,2025,12,December,Q4,2025-12
12/11/2025 0:00,2025,12,December,Q4,2025-12
12/12/2025 0:00,2025,12,December,Q4,2025-12
12/13/2025 0:00,2025,12,December,Q4,2025-12
12/14/2025 0:00,2025,12,December,Q4,2025-12
12/15/2025 0:00,2025,12,December,Q4,2025-12
12/16/2025 0:00,2025,12,December,Q4,2025-12
12/17/2025 0:00,2025,12,December,Q4,2025-12
12/18/2025 0:00,2025,12,December,Q4,2025-12
12/19/2025 0:00,2025,12,December,Q4,2025-12
12/20/2025 0:00,2025,12,December,Q4,2025-12
12/21/2025 0:00,2025,12,December,Q4,2025-12
12/22/2025 0:00,2025,12,December,Q4,2025-12
12/23/2025 0:00,2025,12,December,Q4,2025-12
12/24/2025 0:00,2025,12,December,Q4,2025-12
12/25/2025 0:00,2025,12,December,Q4,2025-12
12/26/2025 0:00,2025,12,December,Q4,2025-12
12/27/2025 0:00,2025,12,December,Q4,2025-12
12/28/2025 0:00,2025,12,December,Q4,2025-12
12/29/2025 0:00,2025,12,December,Q4,2025-12
12/30/2025 0:00,2025,12,December,Q4,2025-12
12/31/2025 0:00,2025,12,December,Q4,2025-12
10/1/2022 0:00,2022,10,October,Q4,2022-10
10/2/2022 0:00,2022,10,October,Q4,2022-10
10/3/2022 0:00,2022,10,October,Q4,2022-10
10/4/2022 0:00,2022,10,October,Q4,2022-10
10/5/2022 0:00,2022,10,October,Q4,2022-10
10/6/2022 0:00,2022,10,October,Q4,2022-10
10/7/2022 0:00,2022,10,October,Q4,2022-10
10/8/2022 0:00,2022,10,October,Q4,2022-10
10/9/2022 0:00,2022,10,October,Q4,2022-10
10/10/2022 0:00,2022,10,October,Q4,2022-10
10/11/2022 0:00,2022,10,October,Q4,2022-10
10/12/2022 0:00,2022,10,October,Q4,2022-10
10/13/2022 0:00,2022,10,October,Q4,2022-10
10/14/2022 0:00,2022,10,October,Q4,2022-10
10/15/2022 0:00,2022,10,October,Q4,2022-10
10/16/2022 0:00,2022,10,October,Q4,2022-10
10/17/2022 0:00,2022,10,October,Q4,2022-10
10/18/2022 0:00,2022,10,October,Q4,2022-10
10/19/2022 0:00,2022,10,October,Q4,2022-10
10/20/2022 0:00,2022,10,October,Q4,2022-10
10/21/2022 0:00,2022,10,October,Q4,2022-10
10/22/2022 0:00,2022,10,October,Q4,2022-10
10/23/2022 0:00,2022,10,October,Q4,2022-10
10/24/2022 0:00,2022,10,October,Q4,2022-10
10/25/2022 0:00,2022,10,October,Q4,2022-10
10/26/2022 0:00,2022,10,October,Q4,2022-10
10/27/2022 0:00,2022,10,October,Q4,2022-10
10/28/2022 0:00,2022,10,October,Q4,2022-10
10/29/2022 0:00,2022,10,October,Q4,2022-10
10/30/2022 0:00,2022,10,October,Q4,2022-10
10/31/2022 0:00,2022,10,October,Q4,2022-10
10/1/2023 0:00,2023,10,October,Q4,2023-10
10/2/2023 0:00,2023,10,October,Q4,2023-10
10/3/2023 0:00,2023,10,October,Q4,2023-10
10/4/2023 0:00,2023,10,October,Q4,2023-10
10/5/2023 0:00,2023,10,October,Q4,2023-10
10/6/2023 0:00,2023,10,October,Q4,2023-10
10/7/2023 0:00,2023,10,October,Q4,2023-10
10/8/2023 0:00,2023,10,October,Q4,2023-10
10/9/2023 0:00,2023,10,October,Q4,2023-10
10/10/2023 0:00,2023,10,October,Q4,2023-10
10/11/2023 0:00,2023,10,October,Q4,2023-10
10/12/2023 0:00,2023,10,October,Q4,2023-10
10/13/2023 0:00,2023,10,October,Q4,2023-10
10/14/2023 0:00,2023,10,October,Q4,2023-10
10/15/2023 0:00,2023,10,October,Q4,2023-10
10/16/2023 0:00,2023,10,October,Q4,2023-10
10/17/2023 0:00,2023,10,October,Q4,2023-10
10/18/2023 0:00,2023,10,October,Q4,2023-10
10/19/2023 0:00,2023,10,October,Q4,2023-10
10/20/2023 0:00,2023,10,October,Q4,2023-10
10/21/2023 0:00,2023,10,October,Q4,2023-10
10/22/2023 0:00,2023,10,October,Q4,2023-10
10/23/2023 0:00,2023,10,October,Q4,2023-10
10/24/2023 0:00,2023,10,October,Q4,2023-10
10/25/2023 0:00,2023,10,October,Q4,2023-10
10/26/2023 0:00,2023,10,October,Q4,2023-10
10/27/2023 0:00,2023,10,October,Q4,2023-10
10/28/2023 0:00,2023,10,October,Q4,2023-10
10/29/2023 0:00,2023,10,October,Q4,2023-10
10/30/2023 0:00,2023,10,October,Q4,2023-10
10/31/2023 0:00,2023,10,October,Q4,2023-10
10/1/2024 0:00,2024,10,October,Q4,2024-10
10/2/2024 0:00,2024,10,October,Q4,2024-10
10/3/2024 0:00,2024,10,October,Q4,2024-10
10/4/2024 0:00,2024,10,October,Q4,2024-10
10/5/2024 0:00,2024,10,October,Q4,2024-10
10/6/2024 0:00,2024,10,October,Q4,2024-10
10/7/2024 0:00,2024,10,October,Q4,2024-10
10/8/2024 0:00,2024,10,October,Q4,2024-10
10/9/2024 0:00,2024,10,October,Q4,2024-10
10/10/2024 0:00,2024,10,October,Q4,2024-10
10/11/2024 0:00,2024,10,October,Q4,2024-10
10/12/2024 0:00,2024,10,October,Q4,2024-10
10/13/2024 0:00,2024,10,October,Q4,2024-10
10/14/2024 0:00,2024,10,October,Q4,2024-10
10/15/2024 0:00,2024,10,October,Q4,2024-10
10/16/2024 0:00,2024,10,October,Q4,2024-10
10/17/2024 0:00,2024,10,October,Q4,2024-10
10/18/2024 0:00,2024,10,October,Q4,2024-10
10/19/2024 0:00,2024,10,October,Q4,2024-10
10/20/2024 0:00,2024,10,October,Q4,2024-10
10/21/2024 0:00,2024,10,October,Q4,2024-10
10/22/2024 0:00,2024,10,October,Q4,2024-10
10/23/2024 0:00,2024,10,October,Q4,2024-10
10/24/2024 0:00,2024,10,October,Q4,2024-10
10/25/2024 0:00,2024,10,October,Q4,2024-10
10/26/2024 0:00,2024,10,October,Q4,2024-10
10/27/2024 0:00,2024,10,October,Q4,2024-10
10/28/2024 0:00,2024,10,October,Q4,2024-10
10/29/2024 0:00,2024,10,October,Q4,2024-10
10/30/2024 0:00,2024,10,October,Q4,2024-10
10/31/2024 0:00,2024,10,October,Q4,2024-10
10/1/2025 0:00,2025,10,October,Q4,2025-10
10/2/2025 0:00,2025,10,October,Q4,2025-10
10/3/2025 0:00,2025,10,October,Q4,2025-10
10/4/2025 0:00,2025,10,October,Q4,2025-10
10/5/2025 0:00,2025,10,October,Q4,2025-10
10/6/2025 0:00,2025,10,October,Q4,2025-10
10/7/2025 0:00,2025,10,October,Q4,2025-10
10/8/2025 0:00,2025,10,October,Q4,2025-10
10/9/2025 0:00,2025,10,October,Q4,2025-10
10/10/2025 0:00,2025,10,October,Q4,2025-10
10/11/2025 0:00,2025,10,October,Q4,2025-10
10/12/2025 0:00,2025,10,October,Q4,2025-10
10/13/2025 0:00,2025,10,October,Q4,2025-10
10/14/2025 0:00,2025,10,October,Q4,2025-10
10/15/2025 0:00,2025,10,October,Q4,2025-10
10/16/2025 0:00,2025,10,October,Q4,2025-10
10/17/2025 0:00,2025,10,October,Q4,2025-10
10/18/2025 0:00,2025,10,October,Q4,2025-10
10/19/2025 0:00,2025,10,October,Q4,2025-10
10/20/2025 0:00,2025,10,October,Q4,2025-10
10/21/2025 0:00,2025,10,October,Q4,2025-10
10/22/2025 0:00,2025,10,October,Q4,2025-10
10/23/2025 0:00,2025,10,October,Q4,2025-10
10/24/2025 0:00,2025,10,October,Q4,2025-10
10/25/2025 0:00,2025,10,October,Q4,2025-10
10/26/2025 0:00,2025,10,October,Q4,2025-10
10/27/2025 0:00,2025,10,October,Q4,2025-10
10/28/2025 0:00,2025,10,October,Q4,2025-10
10/29/2025 0:00,2025,10,October,Q4,2025-10
10/30/2025 0:00,2025,10,October,Q4,2025-10
10/31/2025 0:00,2025,10,October,Q4,2025-10
5/1/2022 0:00,2022,5,May,Q2,2022-05
5/2/2022 0:00,2022,5,May,Q2,2022-05
5/3/2022 0:00,2022,5,May,Q2,2022-05
5/4/2022 0:00,2022,5,May,Q2,2022-05
5/5/2022 0:00,2022,5,May,Q2,2022-05
5/6/2022 0:00,2022,5,May,Q2,2022-05
5/7/2022 0:00,2022,5,May,Q2,2022-05
5/8/2022 0:00,2022,5,May,Q2,2022-05
5/9/2022 0:00,2022,5,May,Q2,2022-05
5/10/2022 0:00,2022,5,May,Q2,2022-05
5/11/2022 0:00,2022,5,May,Q2,2022-05
5/12/2022 0:00,2022,5,May,Q2,2022-05
5/13/2022 0:00,2022,5,May,Q2,2022-05
5/14/2022 0:00,2022,5,May,Q2,2022-05
5/15/2022 0:00,2022,5,May,Q2,2022-05
5/16/2022 0:00,2022,5,May,Q2,2022-05
5/17/2022 0:00,2022,5,May,Q2,2022-05
5/18/2022 0:00,2022,5,May,Q2,2022-05
5/19/2022 0:00,2022,5,May,Q2,2022-05
5/20/2022 0:00,2022,5,May,Q2,2022-05
5/21/2022 0:00,2022,5,May,Q2,2022-05
5/22/2022 0:00,2022,5,May,Q2,2022-05
5/23/2022 0:00,2022,5,May,Q2,2022-05
5/24/2022 0:00,2022,5,May,Q2,2022-05
5/25/2022 0:00,2022,5,May,Q2,2022-05
5/26/2022 0:00,2022,5,May,Q2,2022-05
5/27/2022 0:00,2022,5,May,Q2,2022-05
5/28/2022 0:00,2022,5,May,Q2,2022-05
5/29/2022 0:00,2022,5,May,Q2,2022-05
5/30/2022 0:00,2022,5,May,Q2,2022-05
5/31/2022 0:00,2022,5,May,Q2,2022-05
5/1/2023 0:00,2023,5,May,Q2,2023-05
5/2/2023 0:00,2023,5,May,Q2,2023-05
5/3/2023 0:00,2023,5,May,Q2,2023-05
5/4/2023 0:00,2023,5,May,Q2,2023-05
5/5/2023 0:00,2023,5,May,Q2,2023-05
5/6/2023 0:00,2023,5,May,Q2,2023-05
5/7/2023 0:00,2023,5,May,Q2,2023-05
5/8/2023 0:00,2023,5,May,Q2,2023-05
5/9/2023 0:00,2023,5,May,Q2,2023-05
5/10/2023 0:00,2023,5,May,Q2,2023-05
5/11/2023 0:00,2023,5,May,Q2,2023-05
5/12/2023 0:00,2023,5,May,Q2,2023-05
5/13/2023 0:00,2023,5,May,Q2,2023-05
5/14/2023 0:00,2023,5,May,Q2,2023-05
5/15/2023 0:00,2023,5,May,Q2,2023-05
5/16/2023 0:00,2023,5,May,Q2,2023-05
5/17/2023 0:00,2023,5,May,Q2,2023-05
5/18/2023 0:00,2023,5,May,Q2,2023-05
5/19/2023 0:00,2023,5,May,Q2,2023-05
5/20/2023 0:00,2023,5,May,Q2,2023-05
5/21/2023 0:00,2023,5,May,Q2,2023-05
5/22/2023 0:00,2023,5,May,Q2,2023-05
5/23/2023 0:00,2023,5,May,Q2,2023-05
5/24/2023 0:00,2023,5,May,Q2,2023-05
5/25/2023 0:00,2023,5,May,Q2,2023-05
5/26/2023 0:00,2023,5,May,Q2,2023-05
5/27/2023 0:00,2023,5,May,Q2,2023-05
5/28/2023 0:00,2023,5,May,Q2,2023-05
5/29/2023 0:00,2023,5,May,Q2,2023-05
5/30/2023 0:00,2023,5,May,Q2,2023-05
5/31/2023 0:00,2023,5,May,Q2,2023-05
5/1/2024 0:00,2024,5,May,Q2,2024-05
5/2/2024 0:00,2024,5,May,Q2,2024-05
5/3/2024 0:00,2024,5,May,Q2,2024-05
5/4/2024 0:00,2024,5,May,Q2,2024-05
5/5/2024 0:00,2024,5,May,Q2,2024-05
5/6/2024 0:00,2024,5,May,Q2,2024-05
5/7/2024 0:00,2024,5,May,Q2,2024-05
5/8/2024 0:00,2024,5,May,Q2,2024-05
5/9/2024 0:00,2024,5,May,Q2,2024-05
5/10/2024 0:00,2024,5,May,Q2,2024-05
5/11/2024 0:00,2024,5,May,Q2,2024-05
5/12/2024 0:00,2024,5,May,Q2,2024-05
5/13/2024 0:00,2024,5,May,Q2,2024-05
5/14/2024 0:00,2024,5,May,Q2,2024-05
5/15/2024 0:00,2024,5,May,Q2,2024-05
5/16/2024 0:00,2024,5,May,Q2,2024-05
5/17/2024 0:00,2024,5,May,Q2,2024-05
5/18/2024 0:00,2024,5,May,Q2,2024-05
5/19/2024 0:00,2024,5,May,Q2,2024-05
5/20/2024 0:00,2024,5,May,Q2,2024-05
5/21/2024 0:00,2024,5,May,Q2,2024-05
5/22/2024 0:00,2024,5,May,Q2,2024-05
5/23/2024 0:00,2024,5,May,Q2,2024-05
5/24/2024 0:00,2024,5,May,Q2,2024-05
5/25/2024 0:00,2024,5,May,Q2,2024-05
5/26/2024 0:00,2024,5,May,Q2,2024-05
5/27/2024 0:00,2024,5,May,Q2,2024-05
5/28/2024 0:00,2024,5,May,Q2,2024-05
5/29/2024 0:00,2024,5,May,Q2,2024-05
5/30/2024 0:00,2024,5,May,Q2,2024-05
5/31/2024 0:00,2024,5,May,Q2,2024-05
5/1/2025 0:00,2025,5,May,Q2,2025-05
5/2/2025 0:00,2025,5,May,Q2,2025-05
5/3/2025 0:00,2025,5,May,Q2,2025-05
5/4/2025 0:00,2025,5,May,Q2,2025-05
5/5/2025 0:00,2025,5,May,Q2,2025-05
5/6/2025 0:00,2025,5,May,Q2,2025-05
5/7/2025 0:00,2025,5,May,Q2,2025-05
5/8/2025 0:00,2025,5,May,Q2,2025-05
5/9/2025 0:00,2025,5,May,Q2,2025-05
5/10/2025 0:00,2025,5,May,Q2,2025-05
5/11/2025 0:00,2025,5,May,Q2,2025-05
5/12/2025 0:00,2025,5,May,Q2,2025-05
5/13/2025 0:00,2025,5,May,Q2,2025-05
5/14/2025 0:00,2025,5,May,Q2,2025-05
5/15/2025 0:00,2025,5,May,Q2,2025-05
5/16/2025 0:00,2025,5,May,Q2,2025-05
5/17/2025 0:00,2025,5,May,Q2,2025-05
5/18/2025 0:00,2025,5,May,Q2,2025-05
5/19/2025 0:00,2025,5,May,Q2,2025-05
5/20/2025 0:00,2025,5,May,Q2,2025-05
5/21/2025 0:00,2025,5,May,Q2,2025-05
5/22/2025 0:00,2025,5,May,Q2,2025-05
5/23/2025 0:00,2025,5,May,Q2,2025-05
5/24/2025 0:00,2025,5,May,Q2,2025-05
5/25/2025 0:00,2025,5,May,Q2,2025-05
5/26/2025 0:00,2025,5,May,Q2,2025-05
5/27/2025 0:00,2025,5,May,Q2,2025-05
5/28/2025 0:00,2025,5,May,Q2,2025-05
5/29/2025 0:00,2025,5,May,Q2,2025-05
5/30/2025 0:00,2025,5,May,Q2,2025-05
5/31/2025 0:00,2025,5,May,Q2,2025-05
4/1/2022 0:00,2022,4,April,Q2,2022-04
4/2/2022 0:00,2022,4,April,Q2,2022-04
4/3/2022 0:00,2022,4,April,Q2,2022-04
4/4/2022 0:00,2022,4,April,Q2,2022-04
4/5/2022 0:00,2022,4,April,Q2,2022-04
4/6/2022 0:00,2022,4,April,Q2,2022-04
4/7/2022 0:00,2022,4,April,Q2,2022-04
4/8/2022 0:00,2022,4,April,Q2,2022-04
4/9/2022 0:00,2022,4,April,Q2,2022-04
4/10/2022 0:00,2022,4,April,Q2,2022-04
4/11/2022 0:00,2022,4,April,Q2,2022-04
4/12/2022 0:00,2022,4,April,Q2,2022-04
4/13/2022 0:00,2022,4,April,Q2,2022-04
4/14/2022 0:00,2022,4,April,Q2,2022-04
4/15/2022 0:00,2022,4,April,Q2,2022-04
4/16/2022 0:00,2022,4,April,Q2,2022-04
4/17/2022 0:00,2022,4,April,Q2,2022-04
4/18/2022 0:00,2022,4,April,Q2,2022-04
4/19/2022 0:00,2022,4,April,Q2,2022-04
4/20/2022 0:00,2022,4,April,Q2,2022-04
4/21/2022 0:00,2022,4,April,Q2,2022-04
4/22/2022 0:00,2022,4,April,Q2,2022-04
4/23/2022 0:00,2022,4,April,Q2,2022-04
4/24/2022 0:00,2022,4,April,Q2,2022-04
4/25/2022 0:00,2022,4,April,Q2,2022-04
4/26/2022 0:00,2022,4,April,Q2,2022-04
4/27/2022 0:00,2022,4,April,Q2,2022-04
4/28/2022 0:00,2022,4,April,Q2,2022-04
4/29/2022 0:00,2022,4,April,Q2,2022-04
4/30/2022 0:00,2022,4,April,Q2,2022-04
4/1/2023 0:00,2023,4,April,Q2,2023-04
4/2/2023 0:00,2023,4,April,Q2,2023-04
4/3/2023 0:00,2023,4,April,Q2,2023-04
4/4/2023 0:00,2023,4,April,Q2,2023-04
4/5/2023 0:00,2023,4,April,Q2,2023-04
4/6/2023 0:00,2023,4,April,Q2,2023-04
4/7/2023 0:00,2023,4,April,Q2,2023-04
4/8/2023 0:00,2023,4,April,Q2,2023-04
4/9/2023 0:00,2023,4,April,Q2,2023-04
4/10/2023 0:00,2023,4,April,Q2,2023-04
4/11/2023 0:00,2023,4,April,Q2,2023-04
4/12/2023 0:00,2023,4,April,Q2,2023-04
4/13/2023 0:00,2023,4,April,Q2,2023-04
4/14/2023 0:00,2023,4,April,Q2,2023-04
4/15/2023 0:00,2023,4,April,Q2,2023-04
4/16/2023 0:00,2023,4,April,Q2,2023-04
4/17/2023 0:00,2023,4,April,Q2,2023-04
4/18/2023 0:00,2023,4,April,Q2,2023-04
4/19/2023 0:00,2023,4,April,Q2,2023-04
4/20/2023 0:00,2023,4,April,Q2,2023-04
4/21/2023 0:00,2023,4,April,Q2,2023-04
4/22/2023 0:00,2023,4,April,Q2,2023-04
4/23/2023 0:00,2023,4,April,Q2,2023-04
4/24/2023 0:00,2023,4,April,Q2,2023-04
4/25/2023 0:00,2023,4,April,Q2,2023-04
4/26/2023 0:00,2023,4,April,Q2,2023-04
4/27/2023 0:00,2023,4,April,Q2,2023-04
4/28/2023 0:00,2023,4,April,Q2,2023-04
4/29/2023 0:00,2023,4,April,Q2,2023-04
4/30/2023 0:00,2023,4,April,Q2,2023-04
4/1/2024 0:00,2024,4,April,Q2,2024-04
4/2/2024 0:00,2024,4,April,Q2,2024-04
4/3/2024 0:00,2024,4,April,Q2,2024-04
4/4/2024 0:00,2024,4,April,Q2,2024-04
4/5/2024 0:00,2024,4,April,Q2,2024-04
4/6/2024 0:00,2024,4,April,Q2,2024-04
4/7/2024 0:00,2024,4,April,Q2,2024-04
4/8/2024 0:00,2024,4,April,Q2,2024-04
4/9/2024 0:00,2024,4,April,Q2,2024-04
4/10/2024 0:00,2024,4,April,Q2,2024-04
4/11/2024 0:00,2024,4,April,Q2,2024-04
4/12/2024 0:00,2024,4,April,Q2,2024-04
4/13/2024 0:00,2024,4,April,Q2,2024-04
4/14/2024 0:00,2024,4,April,Q2,2024-04
4/15/2024 0:00,2024,4,April,Q2,2024-04
4/16/2024 0:00,2024,4,April,Q2,2024-04
4/17/2024 0:00,2024,4,April,Q2,2024-04
4/18/2024 0:00,2024,4,April,Q2,2024-04
4/19/2024 0:00,2024,4,April,Q2,2024-04
4/20/2024 0:00,2024,4,April,Q2,2024-04
4/21/2024 0:00,2024,4,April,Q2,2024-04
4/22/2024 0:00,2024,4,April,Q2,2024-04
4/23/2024 0:00,2024,4,April,Q2,2024-04
4/24/2024 0:00,2024,4,April,Q2,2024-04
4/25/2024 0:00,2024,4,April,Q2,2024-04
4/26/2024 0:00,2024,4,April,Q2,2024-04
4/27/2024 0:00,2024,4,April,Q2,2024-04
4/28/2024 0:00,2024,4,April,Q2,2024-04
4/29/2024 0:00,2024,4,April,Q2,2024-04
4/30/2024 0:00,2024,4,April,Q2,2024-04
4/1/2025 0:00,2025,4,April,Q2,2025-04
4/2/2025 0:00,2025,4,April,Q2,2025-04
4/3/2025 0:00,2025,4,April,Q2,2025-04
4/4/2025 0:00,2025,4,April,Q2,2025-04
4/5/2025 0:00,2025,4,April,Q2,2025-04
4/6/2025 0:00,2025,4,April,Q2,2025-04
4/7/2025 0:00,2025,4,April,Q2,2025-04
4/8/2025 0:00,2025,4,April,Q2,2025-04
4/9/2025 0:00,2025,4,April,Q2,2025-04
4/10/2025 0:00,2025,4,April,Q2,2025-04
4/11/2025 0:00,2025,4,April,Q2,2025-04
4/12/2025 0:00,2025,4,April,Q2,2025-04
4/13/2025 0:00,2025,4,April,Q2,2025-04
4/14/2025 0:00,2025,4,April,Q2,2025-04
4/15/2025 0:00,2025,4,April,Q2,2025-04
